CID,FSA,Comm_Name,PR,HR,health_region,HR_UID,HR_NAME
493176679,T2Y,CALGARY,48,4832,Calgary,4832,Calgary Zone
493176692,K0A,CARP,35,3543,Leeds Grenville and Lanark,3543,"Leeds, Grenville and Lanark District Health Unit"
493176697,M5T,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493176700,S4X,REGINA,47,4705,Regina,475,Regina
493176709,M3C,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493176714,N1L,GUELPH,35,3566,Wellington Dufferin Guelph,3566,Wellington-Dufferin-Guelph Health Unit
493176716,V7M,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
493176725,R2V,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493176731,H9G,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal
493176732,M4Y,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493176767,N7L,CHATHAM,35,3540,Chatham-Kent,3540,Chatham-Kent Health Unit
493176797,L7E,BOLTON,35,3553,Peel,3553,Peel Public Health
493176803,K9A,COBOURG,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit"
493176812,L3P,MARKHAM,35,3570,York,3570,York Region Public Health
493176842,S6H,MOOSE JAW,47,4706,South,476,South
493176844,S0K,WARMAN,47,4703,Central,473,Central
493176845,K4K,ROCKLAND,35,3558,Eastern,3558,Eastern Ontario Health Unit
493176856,P2N,KIRKLAND LAKE,35,3563,Timiskaming,3563,Timiskaming Health Unit
493176893,R3X,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493176925,S7T,SASKATOON,47,4704,Saskatoon,474,Saskatoon
493176947,M3J,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493176950,L0R,BEAMSVILLE,35,3546,Niagara,3546,Niagara Region Public Health Department
493176959,V1M,LANGLEY,59,5902,Fraser,591,Fraser
493176966,K7H,PERTH,35,3543,Leeds Grenville and Lanark,3543,"Leeds, Grenville and Lanark District Health Unit"
493176976,R3X,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493176985,T3B,CALGARY,48,4832,Calgary,4832,Calgary Zone
493177028,T5G,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
493177049,S7S,SASKATOON,47,4704,Saskatoon,474,Saskatoon
493177070,S0A,CANORA,47,4703,Central,473,Central
493177080,N0B,PUSLINCH,35,3575,Southwestern,3575,Southwestern Public Health
493177119,T2G,CALGARY,48,4832,Calgary,4832,Calgary Zone
493177170,M4P,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493177180,K0J,COBDEN,35,3557,Renfrew,3557,Renfrew County and District Health Unit
493177214,T5A,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
493177220,K2W,KANATA,35,3551,Ottawa,3551,Ottawa Public Health
493177239,S7K,SASKATOON,47,4704,Saskatoon,474,Saskatoon
493177254,V3L,NEW WESTMINSTER,59,5902,Fraser,591,Fraser
493177275,N2H,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
493177316,L9Y,COLLINGWOOD,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
493177333,T4G,RED DEER COUNTY,48,4833,Central,4833,Central Zone
493177357,R3L,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493177378,H1M,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493177404,M5R,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493177476,L1J,OSHAWA,35,3530,Durham,3530,Durham Region Health Department
493177539,R3P,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493177548,P0W,EMO,35,3549,Northwestern,3549,Northwestern Health Unit
493177573,L8M,HAMILTON,35,3537,Hamilton,3537,Hamilton Public Health Services
493177585,M2R,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493177589,T1A,MEDICINE HAT,48,4831,South,4831,South Zone
493177596,S7K,SASKATOON,47,4704,Saskatoon,474,Saskatoon
493177598,H8R,LASALLE,24,2406,Montréal,2406,Région de Montréal
493177602,L7T,BURLINGTON,35,3536,Halton,3536,Halton Region Health Department
493177627,S9H,SWIFT CURRENT,47,4706,South,476,South
493177637,P7A,THUNDER BAY,35,3562,Thunder Bay,3562,Thunder Bay District Health Unit
493177647,N0B,PUSLINCH,35,3575,Southwestern,3575,Southwestern Public Health
493177656,R0G,ALTONA,46,4605,Southern Health,4605,Southern Health—Santé Sud
493177663,K9J,PETERBOROUGH,35,3555,Peterborough,3555,Peterborough Public Health
493177676,L6V,BRAMPTON,35,3553,Peel,3553,Peel Public Health
493177738,V1T,VERNON,59,5901,Interior,592,Interior
493177762,V5X,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
493177852,L4C,RICHMOND HILL,35,3570,York,3570,York Region Public Health
493177857,V3J,COQUITLAM,59,5902,Fraser,591,Fraser
493177921,H4N,SAINT-LAURENT,24,2406,Montréal,2406,Région de Montréal
493178023,T5P,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
493178230,H7G,LAVAL,24,2413,Laval,2413,Région de Laval
493178251,T2E,CALGARY,48,4832,Calgary,4832,Calgary Zone
493178426,J0P,RIGAUD,24,2416,Montérégie,2416,Région de la Montérégie
493178478,J2J,GRANBY,24,2405,Estrie,2405,Région de l'Estrie
493178694,J6T,SALABERRY-DE-VALLEYFIELD,24,2416,Montérégie,2416,Région de la Montérégie
493179297,J0K,RAWDON,24,2414,Lanaudière,2414,Région de Lanaudière
493179302,H1R,SAINT-LEONARD,24,2406,Montréal,2406,Région de Montréal
493179360,H9G,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal
493179377,J5A,SAINT-CONSTANT,24,2416,Montérégie,2416,Région de la Montérégie
493179405,G0M,SAINT-COME-LINIERE,24,2412,Chaudière-Appalaches,2412,Région de la Chaudière-Appalaches
493179842,G7A,LEVIS,24,2412,Chaudière-Appalaches,2412,Région de la Chaudière-Appalaches
493179847,J0R,SAINT-SAUVEUR,24,2415,Laurentides,2415,Région des Laurentides
493179927,M2N,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493179939,H8N,LASALLE,24,2406,Montréal,2406,Région de Montréal
493179946,H4G,VERDUN,24,2406,Montréal,2406,Région de Montréal
493180197,J4T,SAINT-HUBERT,24,2416,Montérégie,2416,Région de la Montérégie
493180405,H3N,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493180604,H9E,L'ILE-BIZARD,24,2406,Montréal,2406,Région de Montréal
493181221,J2C,DRUMMONDVILLE,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec
493181276,H1K,ANJOU,24,2406,Montréal,2406,Région de Montréal
493181368,G0S,SAINT-APOLLINAIRE,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec
493181376,H9R,POINTE-CLAIRE,24,2406,Montréal,2406,Région de Montréal
493181423,H9H,PIERREFONDS,24,2406,Montréal,2406,Région de Montréal
493181498,J2K,COWANSVILLE,24,2405,Estrie,2405,Région de l'Estrie
493181620,J3L,CHAMBLY,24,2416,Montérégie,2416,Région de la Montérégie
493181636,J5W,L'ASSOMPTION,24,2414,Lanaudière,2414,Région de Lanaudière
493181910,H9A,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal
493182017,H2C,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493182145,H9A,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal
493182192,J4X,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie
493182257,G0C,BONAVENTURE,24,2411,Gaspésie-Îles-de-la-Madeleine,2411,Région de la Gaspésie—Îles-de-la-Madeleine
493182305,H4V,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493182521,J6Y,TERREBONNE,24,2414,Lanaudière,2414,Région de Lanaudière
493182692,H2R,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493183026,H3G,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493183596,J4V,GREENFIELD PARK,24,2416,Montérégie,2416,Région de la Montérégie
493183675,H2E,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493184409,J0T,VAL-DAVID,24,2414,Lanaudière,2414,Région de Lanaudière
493184841,H1W,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493185171,T5T,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
493185391,J7R,SAINT-EUSTACHE,24,2415,Laurentides,2415,Région des Laurentides
493185536,H9G,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal
493185699,H4E,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493185780,G6P,VICTORIAVILLE,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec
493186339,T6R,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
493186347,R2C,WINNIPEG,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority
493186525,K7K,KINGSTON,35,3541,Kingston Frontenac Lennox & Addington,3541,"Kingston, Frontenac and Lennox and Addington Health Unit"
493186949,N5W,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
493187444,N5A,STRATFORD,35,3539,Huron Perth,3539,Huron Perth Health Unit
493187695,H2G,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493187921,H8N,LASALLE,24,2406,Montréal,2406,Région de Montréal
493188016,K0A,CARP,35,3543,Leeds Grenville and Lanark,3543,"Leeds, Grenville and Lanark District Health Unit"
493188677,H4W,COTE SAINT-LUC,24,2406,Montréal,2406,Région de Montréal
493188885,H1T,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493189870,J0X,WAKEFIELD,24,2407,Outaouais,2407,Région de l'Outaouais
493190027,H9A,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal
493190104,J7J,MIRABEL,24,2415,Laurentides,2415,Région des Laurentides
493190167,J7T,SAINT-LAZARE,24,2416,Montérégie,2416,Région de la Montérégie
493190376,G0X,SHAWINIGAN,24,2414,Lanaudière,2414,Région de Lanaudière
493190661,G7H,CHICOUTIMI,24,2402,Saguenay,2402,Région du Saguenay—Lac-Saint-Jean
493190868,H2R,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493192871,H2G,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493193527,J8R,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais
493193532,H3C,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493193610,G0A,BOISCHATEL,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
493194379,J6K,CHATEAUGUAY,24,2416,Montérégie,2416,Région de la Montérégie
493194402,H2H,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493195191,H4E,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493195263,G7A,LEVIS,24,2412,Chaudière-Appalaches,2412,Région de la Chaudière-Appalaches
493195548,H9C,L'ILE-BIZARD,24,2406,Montréal,2406,Région de Montréal
493196551,J8T,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais
493197467,G0P,SAINT-VALERE,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec
493198745,H1R,SAINT-LEONARD,24,2406,Montréal,2406,Région de Montréal
493200024,G5H,MONT-JOLI,24,2401,Bas-Saint-Laurent,2401,Région du Bas-Saint-Laurent
493200509,G8Y,TROIS-RIVIERES,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec
493200547,H9A,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal
493200600,H8S,LACHINE,24,2406,Montréal,2406,Région de Montréal
493200639,J1T,ASBESTOS,24,2405,Estrie,2405,Région de l'Estrie
493200800,J6E,JOLIETTE,24,2414,Lanaudière,2414,Région de Lanaudière
493201881,G2C,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
493202344,J0X,WAKEFIELD,24,2407,Outaouais,2407,Région de l'Outaouais
493202435,H1S,SAINT-LEONARD,24,2406,Montréal,2406,Région de Montréal
493203406,J4Y,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie
493204262,H9R,POINTE-CLAIRE,24,2406,Montréal,2406,Région de Montréal
493205063,H9J,KIRKLAND,24,2406,Montréal,2406,Région de Montréal
493205253,J6X,TERREBONNE,24,2414,Lanaudière,2414,Région de Lanaudière
493206137,H8T,LACHINE,24,2406,Montréal,2406,Région de Montréal
493206780,J2X,SAINT-JEAN-SUR-RICHELIEU,24,2416,Montérégie,2416,Région de la Montérégie
493206879,H7T,LAVAL,24,2413,Laval,2413,Région de Laval
493207684,J9X,ROUYN-NORANDA,24,2408,Abitibi-Témiscamingue,2408,Région de l'Abitibi-Témiscamingue
493208295,J3E,SAINTE-JULIE,24,2416,Montérégie,2416,Région de la Montérégie
493209085,J8T,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais
493209299,J4R,SAINT-LAMBERT,24,2416,Montérégie,2416,Région de la Montérégie
493209944,J1L,SHERBROOKE,24,2405,Estrie,2405,Région de l'Estrie
493209983,J0S,SAINT-ANICET,24,2416,Montérégie,2416,Région de la Montérégie
493210113,H9R,POINTE-CLAIRE,24,2406,Montréal,2406,Région de Montréal
493210405,G0K,SAINTE-LUCE,24,2401,Bas-Saint-Laurent,2401,Région du Bas-Saint-Laurent
493210623,H8R,LASALLE,24,2406,Montréal,2406,Région de Montréal
493212343,J8P,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais
493212450,H8R,LASALLE,24,2406,Montréal,2406,Région de Montréal
493212809,R3M,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493213099,H7M,LAVAL,24,2413,Laval,2413,Région de Laval
493213314,H7X,LAVAL,24,2413,Laval,2413,Région de Laval
493213491,J5V,LOUISEVILLE,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec
493213681,H1R,SAINT-LEONARD,24,2406,Montréal,2406,Région de Montréal
493214152,J4X,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie
493214335,H7E,LAVAL,24,2413,Laval,2413,Région de Laval
493214418,J6E,JOLIETTE,24,2414,Lanaudière,2414,Région de Lanaudière
493214915,J0X,WAKEFIELD,24,2407,Outaouais,2407,Région de l'Outaouais
493216079,J8G,BROWNSBURG-CHATHAM,24,2415,Laurentides,2415,Région des Laurentides
493216100,J4J,LONGUEUIL,24,2416,Montérégie,2416,Région de la Montérégie
493217399,G1B,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
493217781,H3N,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493217996,J5Y,REPENTIGNY,24,2414,Lanaudière,2414,Région de Lanaudière
493218019,J4G,LONGUEUIL,24,2416,Montérégie,2416,Région de la Montérégie
493219045,H2G,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493221110,H9S,DORVAL,24,2406,Montréal,2406,Région de Montréal
493221416,G3G,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
493222081,J2S,SAINT-HYACINTHE,24,2416,Montérégie,2416,Région de la Montérégie
493222498,J0B,AUSTIN,24,2405,Estrie,2405,Région de l'Estrie
493223155,J4X,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie
493223596,J4K,LONGUEUIL,24,2416,Montérégie,2416,Région de la Montérégie
493223638,H1X,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493224983,G0X,SHAWINIGAN,24,2414,Lanaudière,2414,Région de Lanaudière
493226115,H1G,MONTREAL-NORD,24,2406,Montréal,2406,Région de Montréal
493226354,H3H,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493226542,G0C,BONAVENTURE,24,2411,Gaspésie-Îles-de-la-Madeleine,2411,Région de la Gaspésie—Îles-de-la-Madeleine
493226949,H1H,MONTREAL-NORD,24,2406,Montréal,2406,Région de Montréal
493226959,J6K,CHATEAUGUAY,24,2416,Montérégie,2416,Région de la Montérégie
493227048,H4N,SAINT-LAURENT,24,2406,Montréal,2406,Région de Montréal
493227529,J3A,SAINT-JEAN-SUR-RICHELIEU,24,2416,Montérégie,2416,Région de la Montérégie
493227617,H7L,LAVAL,24,2413,Laval,2413,Région de Laval
493227770,J6K,CHATEAUGUAY,24,2416,Montérégie,2416,Région de la Montérégie
493228032,G2K,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
493228194,J0K,RAWDON,24,2414,Lanaudière,2414,Région de Lanaudière
493228718,H1V,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493229027,H3W,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493229535,J3B,SAINT-JEAN-SUR-RICHELIEU,24,2416,Montérégie,2416,Région de la Montérégie
493229720,J4B,BOUCHERVILLE,24,2416,Montérégie,2416,Région de la Montérégie
493230687,H2X,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493230780,J4G,LONGUEUIL,24,2416,Montérégie,2416,Région de la Montérégie
493231461,H4V,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493231906,G3A,SAINT-AUGUSTIN-DE-DESMAURES,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
493232126,J3G,BELOEIL,24,2416,Montérégie,2416,Région de la Montérégie
493232407,G8Y,TROIS-RIVIERES,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec
493232902,H3C,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493232922,H1N,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493232997,J8B,SAINTE-ADELE,24,2415,Laurentides,2415,Région des Laurentides
493234647,J0N,POINTE-CALUMET,24,2415,Laurentides,2415,Région des Laurentides
493234743,J7V,VAUDREUIL-DORION,24,2416,Montérégie,2416,Région de la Montérégie
493235291,K6H,CORNWALL,35,3558,Eastern,3558,Eastern Ontario Health Unit
493238340,J4W,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie
493239543,H4H,VERDUN,24,2406,Montréal,2406,Région de Montréal
493239653,H3X,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493240034,H4K,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493240170,H9S,DORVAL,24,2406,Montréal,2406,Région de Montréal
493240931,G5R,RIVIERE-DU-LOUP,24,2401,Bas-Saint-Laurent,2401,Région du Bas-Saint-Laurent
493241166,J4Z,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie
493242227,G7H,CHICOUTIMI,24,2402,Saguenay,2402,Région du Saguenay—Lac-Saint-Jean
493242546,J6E,JOLIETTE,24,2414,Lanaudière,2414,Région de Lanaudière
493242663,J6Z,LORRAINE,24,2415,Laurentides,2415,Région des Laurentides
493242720,H4V,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493243629,H8Z,PIERREFONDS,24,2406,Montréal,2406,Région de Montréal
493244406,J0R,SAINT-SAUVEUR,24,2415,Laurentides,2415,Région des Laurentides
493244960,J4T,SAINT-HUBERT,24,2416,Montérégie,2416,Région de la Montérégie
493245036,H9B,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal
493245074,J3P,SOREL-TRACY,24,2416,Montérégie,2416,Région de la Montérégie
493245921,H4N,SAINT-LAURENT,24,2406,Montréal,2406,Région de Montréal
493245923,J0B,AUSTIN,24,2405,Estrie,2405,Région de l'Estrie
493245928,H1G,MONTREAL-NORD,24,2406,Montréal,2406,Région de Montréal
493245939,H1E,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493247530,H9B,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal
493247885,J0K,RAWDON,24,2414,Lanaudière,2414,Région de Lanaudière
493249340,H1X,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493250032,J7A,ROSEMERE,24,2415,Laurentides,2415,Région des Laurentides
493251355,H7T,LAVAL,24,2413,Laval,2413,Région de Laval
493251636,J4N,LONGUEUIL,24,2416,Montérégie,2416,Région de la Montérégie
493253254,H8N,LASALLE,24,2406,Montréal,2406,Région de Montréal
493253399,H8R,LASALLE,24,2406,Montréal,2406,Région de Montréal
493256180,H9A,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal
493256263,J5J,SAINTE-SOPHIE,24,2415,Laurentides,2415,Région des Laurentides
493258337,J8P,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais
493259768,J8L,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais
493261690,H1W,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493262609,H4L,SAINT-LAURENT,24,2406,Montréal,2406,Région de Montréal
493264727,J4J,LONGUEUIL,24,2416,Montérégie,2416,Région de la Montérégie
493264891,G1V,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
493265201,G9A,TROIS-RIVIERES,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec
493265457,H9A,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal
493265665,H9B,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal
493265746,H2K,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493266104,H1R,SAINT-LEONARD,24,2406,Montréal,2406,Région de Montréal
493266546,H4X,MONTREAL-OUEST,24,2406,Montréal,2406,Région de Montréal
493266656,G1V,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
493266887,J0T,VAL-DAVID,24,2414,Lanaudière,2414,Région de Lanaudière
493266904,G0C,BONAVENTURE,24,2411,Gaspésie-Îles-de-la-Madeleine,2411,Région de la Gaspésie—Îles-de-la-Madeleine
493267619,H4V,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493267973,H1R,SAINT-LEONARD,24,2406,Montréal,2406,Région de Montréal
493268695,G1B,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
493268983,H4V,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493269146,J9H,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais
493278820,J3V,SAINT-BRUNO,24,2416,Montérégie,2416,Région de la Montérégie
493281667,H7V,LAVAL,24,2413,Laval,2413,Région de Laval
493281752,J7M,TERREBONNE,24,2414,Lanaudière,2414,Région de Lanaudière
493282828,H2A,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493290141,R0E,OAKBANK,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority
493300212,R3G,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493450918,K2B,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
493451079,L1V,PICKERING,35,3530,Durham,3530,Durham Region Health Department
493451710,M4J,EAST YORK,35,3595,Toronto,3595,Toronto Public Health
493452016,P7G,THUNDER BAY,35,3562,Thunder Bay,3562,Thunder Bay District Health Unit
493452019,H4A,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493452391,K1R,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
493452398,K8H,PETAWAWA,35,3557,Renfrew,3557,Renfrew County and District Health Unit
493453224,H8R,LASALLE,24,2406,Montréal,2406,Région de Montréal
493453451,M1B,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
493453576,J6N,BEAUHARNOIS,24,2416,Montérégie,2416,Région de la Montérégie
493454132,H2A,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493454446,H4R,SAINT-LAURENT,24,2406,Montréal,2406,Région de Montréal
493454526,H2W,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493454782,H3C,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493458361,J0E,SUTTON,24,2405,Estrie,2405,Région de l'Estrie
493459001,H4E,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493459671,J0E,SUTTON,24,2405,Estrie,2405,Région de l'Estrie
493459775,M1E,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
493464040,M6H,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493464128,M6S,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493471686,H7M,LAVAL,24,2413,Laval,2413,Région de Laval
493472045,L6E,MARKHAM,35,3570,York,3570,York Region Public Health
493514255,K7M,KINGSTON,35,3541,Kingston Frontenac Lennox & Addington,3541,"Kingston, Frontenac and Lennox and Addington Health Unit"
493514274,R1C,NAROL,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority
493514711,N1G,GUELPH,35,3566,Wellington Dufferin Guelph,3566,Wellington-Dufferin-Guelph Health Unit
493514768,T6E,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
493516337,S0J,SHELLBROOK,47,4701,Far North,471,Far North
493518058,K2H,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health
493521446,N8N,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
493521501,L6M,OAKVILLE,35,3536,Halton,3536,Halton Region Health Department
493522774,T6L,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
493524080,P0J,NEW LISKEARD,35,3563,Timiskaming,3563,Timiskaming Health Unit
493535223,R0E,OAKBANK,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority
493539139,M4L,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493539422,P3Y,LIVELY,35,3561,Sudbury,3561,Sudbury and District Health Unit
493539771,P6A,SAULT STE. MARIE,35,3526,Algoma,3526,Algoma Public Health Unit
493539856,V9J,COURTENAY,59,5904,Island,593,Vancouver Island
493539860,T5Y,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
493539864,V1L,NELSON,59,5901,Interior,592,Interior
493539920,T2W,CALGARY,48,4832,Calgary,4832,Calgary Zone
493539990,T7E,YELLOWHEAD COUNTY,48,4835,North,4835,North Zone
493540031,L4J,THORNHILL,35,3570,York,3570,York Region Public Health
493540088,L4P,KESWICK,35,3570,York,3570,York Region Public Health
493540094,K9V,LINDSAY,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit"
493540125,L5V,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
493540127,M1T,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
493540158,T2A,CALGARY,48,4832,Calgary,4832,Calgary Zone
493540168,M2N,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493540315,M5J,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493540353,H4A,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493541701,V2Z,LANGLEY,59,5902,Fraser,591,Fraser
493542018,P6C,SAULT STE. MARIE,35,3526,Algoma,3526,Algoma Public Health Unit
493542050,R3B,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493543488,J0K,RAWDON,24,2414,Lanaudière,2414,Région de Lanaudière
493544406,N2A,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
493545769,H7X,LAVAL,24,2413,Laval,2413,Région de Laval
493546336,H2A,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493546792,K6H,CORNWALL,35,3558,Eastern,3558,Eastern Ontario Health Unit
493548416,V6E,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
493549828,R2P,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493554727,V3C,PORT COQUITLAM,59,5902,Fraser,591,Fraser
493554982,T6J,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
493554994,T4C,COCHRANE,48,4832,Calgary,4832,Calgary Zone
493555067,S4S,REGINA,47,4705,Regina,475,Regina
493557304,H8R,LASALLE,24,2406,Montréal,2406,Région de Montréal
493559146,T6K,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
493560287,H9A,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal
